MOF Name,Ref Code,Reference
[CuII(en)2]{[CuII(en)2]2Cd3[CuI(CN)3]6}<|>compound 1,XUMCAK,10.1016/j.ica.2008.04.019
[CdCl(2-pyrtet)(DMF)]<|>compound 4,DEHYAS,10.1016/j.ica.2012.05.019
[Cu2(emg)2(bpy)]n<|>compound 3,EKERAO,10.1016/j.ica.2009.08.031
[Cu2(cda)2(bpy)]n<|>compound 4,EKERES,10.1016/j.ica.2009.08.031
Ag2(fum)(H2fum)(pyz)2<|>compound 1,TEYWOL,10.1016/j.ica.2011.11.061
"Zn(pdtz)(4,4′-bipy)·3H2O<|>compound 1",BOWQAG,10.1016/j.jssc.2008.12.022
[Zn(pdtz)(bpp)]2·3H2O<|>compound 2,BOWQEK,10.1016/j.jssc.2008.12.022
"Zn(pdtz)0.5(N3)(2,2′-bipy)<|>compound 3",BOWQIO,10.1016/j.jssc.2008.12.022
[Cd(BBA)2(bbdmbm)(H2O)]<|>Complex 3,IWAXUA,10.1016/j.ica.2011.04.023
[Cd(N3)2(H2biim)]n<|>1,POHQIN01,10.1016/j.solidstatesciences.2010.05.008
[Cd(tdc)(pdin)]n<|>compound 5,QIKDUM,10.1016/j.ica.2018.10.039
[Zn2(L)3(H2O)6·6H2O]n<|>Complex 2,PUPJEQ,10.1016/j.molstruc.2009.11.018
[Pb2Na2(L)3(DMF)4(H2O)2·2H2O]n<|>Complex 3,PUPHUE,10.1016/j.molstruc.2009.11.018
{[Cu(t-14cdc)(4-bpmp)]n}<|>compound 1,FIXBUL,10.1016/j.molstruc.2013.10.073
{[Cu(t-14cdc)(4-bpfp)(H2O)2]·6H2O}n<|>compound 2,FIXCAS,10.1016/j.molstruc.2013.10.073
{[Cu2(c-14cdc)2(4-bpmp)]·2H2O}n<|>compound 3,FIXCEW,10.1016/j.molstruc.2013.10.073
{[Co2(4-Hbpt)2(bptc)(H2O)2]·10H2O}n<|>I,CAZFOA,10.1016/j.micromeso.2012.02.042
[Ag(μ5-TS)]n<|>compound 1,KIQLEB01,10.1016/j.jorganchem.2007.10.057
[La2Sr(pda)4(H2O)4]n·6nH2O<|>complex 1,EMUDAT,10.1016/j.molstruc.2016.05.050
Sn2(PO3C6H4PO3),XANBOE,10.1016/j.jssc.2005.02.004
{[Ni(HL)2(H2O)2]·2H2O}n<|>compound 2,UMAGAS,10.1016/j.poly.2016.04.018
{[Cd2(cpt)2(tpd)]·3.5H2O}n<|>compound 1,ZUDPEV,10.1016/j.jssc.2014.10.002
"Cd(4,4′-bpz)2(NO3)2<|>compound 3",QOTHUC,10.1016/S0277-5387(01)00726-4
"[Co(1,3-bip)(bpdc)·0.5H2bpdc]n<|>complex 1",MULJIO,10.1016/j.molstruc.2015.05.030
[Mn(tza)2]n<|>compound 1<|>1,PEDVEB,10.1016/j.molstruc.2012.07.016
"[Cd(H2O)(1,2-chdc)(4,4′-bpy)2]·3(H2O)<|>3B",IVIKEE,10.1016/j.molstruc.2011.03.046
"[Cd(1,2-chdc)(bpe)]n<|>2",IVIJUT,10.1016/j.molstruc.2011.03.046
[Cd(μ4-pz25dc)]n<|>compound 1,MOKZOC01,10.1016/j.jorganchem.2009.07.005
"[Zn(L)0.5(4,4′-bpy)]·2(H2O)<|>compound 1",EMOHEV,10.1016/j.jssc.2016.05.023
[Zn(L)0.5(bib)]·4(H2O)<|>compound 2,EMOFIX,10.1016/j.jssc.2016.05.023
[Co(L)0.5(bib)]·4(H2O)<|>compound 3,EMOHIZ,10.1016/j.jssc.2016.05.023
{[Cd(μ-SCN)2(htm)(H2O)]·H2O}n<|>compound 1,LAFMAG02,10.1016/j.molstruc.2009.09.046
{[(CH3)2NH2]2[Cd(L1)]}n<|>Complex 2,JUYJIY,10.1016/j.jssc.2015.12.005
{[(CH3)2NH2]2[Cd3(L4)2]}n<|>Complex 7,JUYBEM,10.1016/j.jssc.2015.12.005
{[(CH3)2NH2]2[Cd(L2)]·2DMF}n<|>Complex 4,JUXZOT,10.1016/j.jssc.2015.12.005
{[Cd(L3)0.5(H2O)]·CH3OH}n<|>Complex 6,JUYBAI,10.1016/j.jssc.2015.12.005
[Co(3-trzphCO2)]<|>compound 3,DEFSUE,10.1016/j.ica.2012.05.001
"[Cd(o-phen)(1,4-HO3PC8H8PO3H)]<|>compound 12",KAPYEH01,10.1016/j.ica.2013.12.003
"[Zn(bpy)(1,3-HO3PC8H8PO3H)]·H2O<|>compound 2·H2O",GOCMIW,10.1016/j.ica.2013.12.003
{Fe(C5N3O)2(CH3CN)2}∞<|>compound 1,QAXCEY,10.1016/j.poly.2005.06.014
[Ca(Hbtc)(H2O)]·2H2O<|>compound 2,YOQYEK,10.1016/j.ica.2014.07.039
[Zn(Pht)(Im)2]n<|>compound 1,LUKHEE01,10.1016/S0020-1693(02)01314-2
[Zn(Pht)(2-MeIm)]n<|>compound 3,LUWVUU,10.1016/S0020-1693(02)01314-2
[Ag2(dppb){S2P(OEt)2}2]∞<|>8,IGOGOB,10.1016/j.jorganchem.2009.02.017
[Ag(dppe){S2P(OEt)2}]∞<|>5a<|>5a′,LALGAH01,10.1016/j.jorganchem.2009.02.017
"[Co(2,2′-bipy)(H2dbp)]n<|>compound 1",GEZTEM,10.1016/j.jssc.2012.08.044
[Ag2 L 2(NO3)2]<|>compound 5,MIXMOW,10.1016/j.poly.2007.12.018
"[Ni(3,4′-Hbpt)2(tp)(H2O)2]<|>Compound 3",OQEDUK,10.1016/j.poly.2011.01.038
[Cu6(qx)6(P2W18O62)(H2O)1.5]·4.5H2O<|>compound 2,KEWNUX,10.1016/j.jssc.2012.12.032
[Sr(Hbpdc)2]n<|>compound 1,ELOQON,10.1016/j.molstruc.2016.04.074
[Cd(pyo)2(SCN)2]n<|>complex 1,SENHUQ,10.1016/j.molstruc.2012.07.006
"[Ag(C7H7SO3)(4,4-Azo)]∞<|>1<|>1a<|>1b",HUGZIU,10.1016/j.poly.2015.06.008
"[Cd(ndd)(2,2′-bpy)]n<|>Compound 2",DEGLOS,10.1016/j.ica.2012.05.037
{[Zn(TPPBDA)1/2(tpdc)]·DMF}n<|>Compound 2,OMIPAD,10.1016/j.jssc.2016.04.021
[Cu(tza)2]∞<|>compound 2,KOBGOY01,10.1016/j.jssc.2008.02.019
[Ag(tza)]∞<|>compound 1,OFIDEN,10.1016/j.jssc.2008.02.019
[Er(bpdc)1.5(phen)(H2O)]n<|>2Er,QUHPOZ,10.1016/j.ica.2009.10.001
[Ho(bpdc)1.5(phen)(H2O)]n<|>2Ho,QUHPUF,10.1016/j.ica.2009.10.001
[Tm(bpdc)1.5(phen)(H2O)]n<|>2Tm,QUHQEQ,10.1016/j.ica.2009.10.001
"[Tb2(3,4-pyda)3(phen)(H2O)·H2O]n<|>compound 2",OFICOW,10.1016/j.jssc.2007.12.039
UiO-21,XIWKUJ,10.1016/S1387-1811(00)00203-1
UiO-22,XIWLAQ,10.1016/S1387-1811(00)00203-1
[Cd(L)(CH3CO2)2(H2O)]∞<|>complex 1,YOQMEY,10.1016/j.ica.2014.06.034
[{Cu3Tb2(oda)6(H2O)6}·12H2O]n<|>compound 4,HUXWAY,10.1016/S0020-1693(02)01429-9
"2 ∞poly[CuBr(μ-2,5-dimethylpyrazine-N,N′)]<|>Compound II",MUHQEL,10.1016/S1293-2558(02)01326-2
"3 ∞poly[CuCl(μ-2,5-dimethylpyrazine-N,N′)]<|>Compound I",MUHQAH,10.1016/S1293-2558(02)01326-2
{[Cu(DITP)]·DMF}n<|>compound 4,WIFSAI,10.1016/j.jssc.2018.05.031
[Cu(L)(N3)·H2O]<|>compound 3,FUGGIZ,10.1016/j.ica.2014.08.055
[Cu(L)(N3)]n<|>complex 1,SUFBIG,10.1016/j.jssc.2015.02.025
[Zn3(L)3(btb)(H2O)2]n (8)<|>[Zn3(L)3(btb)(H2O)2]n (9)<|>[Zn3(L)3(btb)(H2O)2]n (10),FUZVUT02,10.1016/j.dyepig.2015.03.037
"[Zn2(L)2(4,4′-bipy)2]n (4)",FUZVAZ,10.1016/j.dyepig.2015.03.037
[Cu2(tn)2][FeII(CN)6]·H2O<|>complex 1,KAWQOP,10.1016/j.molstruc.2005.07.005
Gd(H3TDPAT)·H2O<|>Compound 1,MARBIT,10.1016/j.poly.2017.04.009
[Cu2(NCS)2(μ-OMe)2(2-NH2Py)2]<|>Compound 16,ABOTUJ,10.1016/j.ica.2016.11.013
trans-[Cu(NCS)2(Pyz)2]<|>Compound 22,ABOVUL,10.1016/j.ica.2016.11.013
[Cu3(TMA)2(H2O)3]4[{(CH3)4N}2(H2SiMo12O40)]·≈40H2O<|>compound 1,IKETIB,10.1016/S1387-7003(03)00172-2
[Cu3(TMA)2(H2O)3]4[{(CH3)4N}2(HPW12O40)]·≈40H2O<|>compound 2,IKETOH,10.1016/S1387-7003(03)00172-2
[Cu3(TMA)2(H2O)3]4[{(CH3)4N}2(HPMo6W6O40)]·≈40H2O<|>compound 3,IKETUN,10.1016/S1387-7003(03)00172-2
[Na(7AI3CAH)(H2O)2]n<|>compound 1,CAQVEY,10.1016/j.molstruc.2017.05.059
[Cu(atr)(OH)]·0.5H2O·0.5en<|>compound 1,YUMYUC,10.1016/j.jssc.2015.06.016
"[Ni(Him)4(2,4-NCNsq)·2H2O]n<|>3",KEBZUN,10.1016/j.ica.2005.07.048
"[Ni(Him)3(H2O)(2,4-NCNsq)·H2O]n<|>4",KECBAW,10.1016/j.ica.2005.07.048
{Zn2(H2L)(BTC)2(H2O)2}n<|>compound 3,REFMEW,10.1016/j.inoche.2012.05.029
{[Cd(HBTC)(H2O)]·(p-bix)1/2(H2O)2}n<|>complex 2,TOKDON,10.1016/j.molstruc.2008.06.007
[Cu(Cdcbp)(bipy)]·4H2O<|>MOF 1,VUDYEB,10.1016/j.talanta.2019.120596
[Cd(Imt)2(N3)2]n<|>compound 2,NEJSED,10.1016/j.molstruc.2017.11.067
[(AgSCN)2 ·phenz]<|>3,BOQTEH,10.1016/j.poly.2009.01.005
[(AgSCN)2 ·tbpe]<|>2,BOQTAD,10.1016/j.poly.2009.01.005
(CH3)2Sn(SSCC3H2N2)<|>complex 9,CARFAD,10.1016/j.ica.2005.03.053
[Nd2(H2pda)(C2O4)(SO4)2(H2O)2]n<|>compound 1,GOBZAZ,10.1016/j.poly.2008.04.003
[Cd2(L)2(NO3)4]<|>complex 3,KUCPUU,10.1016/j.ica.2009.03.041
[Cd(L)Br2]<|>complex 2,KUCPOO,10.1016/j.ica.2009.03.041
"{Cu(BDO-F4)(4,4′-bipy)(H2O)22}n<|>3",ARUTEO,10.1016/j.poly.2016.07.015
"{Cd(BDO-F4)(4,4′-bipy)(H2O)22}n<|>4",ARUTAK,10.1016/j.poly.2016.07.015
Cd3(BDC)0.5(BTC)2(DMF)(H2O)·3DMF·H3O·H2O<|>complex 1<|>polymer 1,EWECOY,10.1016/j.jssc.2003.10.013
{[Zn(μ-BPTZ)Cl2]·DMSO}n<|>1,FIMKEU,10.1016/j.ica.2018.08.023
[Cd(HL)]n<|>compound 2,PEPHOJ,10.1016/j.ica.2013.01.015
"K[PtCl2(l-proH)]<|>(1)<|>(1s,2s)-K[PtCl2(l-proH)]",EWOYUL,10.1016/j.poly.2011.05.002
CuCl(L)(H2O)<|>{[CuCl(L)(H2O)]·H2O}n<|>complex 2,HOTVUH,10.1016/S0277-5387(99)00034-0
[Zn(µ2-5-nip)(µ-bpe)]n<|>complex 2,GIYHON,10.1016/j.jssc.2013.11.010
[Co(µ2-5-nip)(µ-bpe)]n<|>complex 1,BUTJIK01,10.1016/j.jssc.2013.11.010
[Zn(HFlu)(TPA)]n<|>Complex 1,GUSFAC,10.1016/j.ica.2009.12.016
"[Cd2(C8H4O6S)2(4,4′-bipy)2]<|>complex 6",SOQDEI,10.1016/j.ica.2008.04.044
[Zn(C8H4O6S)(H2O)3]<|>complex 5,SOQDAE,10.1016/j.ica.2008.04.044
[Ag4(apym)2(pma)·(H2O)2]n<|>compound 1,LURCOR,10.1016/j.poly.2010.02.032
{[Ag4(dmapym)4(pma)·(H2O)2]·(H2O)6}n<|>compound 2,LURCUX,10.1016/j.poly.2010.02.032
[Ag2(apyz)2(H2pma)·(H2O)4]n<|>compound 3,LURDAE,10.1016/j.poly.2010.02.032
{[Ag4(apyz)2(pma)·(H2O)2]·(H2O)2}n<|>compound 4,LURDEI,10.1016/j.poly.2010.02.032
[Cd{BeL1_2}(NCS)2]·0.5MeOH<|>compound 6,PAQHIZ,10.1016/j.poly.2005.02.023
[Cu(btrb)0.5(NH2ip)(H2O)]n<|>3,CEPCOS,10.1016/j.poly.2018.01.030
[Zn2(btrb)0.5(Meip)2]n<|>6,CEPDEJ,10.1016/j.poly.2018.01.030
"[Zn(btrb)0.5(1,4-bdc)]n<|>5",CEPDAF,10.1016/j.poly.2018.01.030
{[Cd3(bpt)2(DMF)2]·(H2O)2}n<|>compound 1,QEKLID,10.1016/j.jssc.2012.04.003
[Cd(Hbpt)(bipy)0.5(H2O)]n<|>compound 2,QEKLEZ,10.1016/j.jssc.2012.04.003
[Cd2(bpt)(phen)2Cl]n<|>compound 3,QEKKUO,10.1016/j.jssc.2012.04.003
Cu(bpz)2(H2O)22·5H2O<|>compound 10,HUJVOX,10.1016/S0020-1693(02)00902-7
[Co(bpz)2Cl2]·2MeOH<|>compound 6,HUJTUB,10.1016/S0020-1693(02)00902-7
{[Ag2 L 3(NO3)2]·2CCl3}n<|>Compound 4,FISHUL,10.1016/j.ica.2004.12.023
[Cu(L 1)Cl2]·CH3OH<|>[Cu(L 1)Cl2],AXOLOO,10.1016/j.poly.2004.01.001
[Cd(3-bpd)(N(CN)2)2]n<|>compound 1,HAMQIY,10.1016/j.poly.2016.11.039
MIL-53(Sc)<|>MIL-53(Sc)-DMF,VASKOR,10.1016/j.micromeso.2010.12.016
"(bpy)[Zn(4,4′-bpy)2]2[H4ClV16O38]·6H2O<|>compound 1",HETZOW,10.1016/j.molstruc.2006.05.011
[Hg2(mtz)4]n<|>complex 3,QEXHIN,10.1016/j.jssc.2018.04.016
"Rb2CV<|>rubidium bis(dicyanomethylene)-cyclopentane-1,3-dionate salt",TEJXIQ,10.1016/j.ica.2006.01.012
[CuIIL2(H2O)(Mo8O26)0.5]·2H2O<|>compound 4,EKEQIV,10.1016/j.ica.2009.09.036
(CuCN)(2ClPy)<|>8,OREMUU,10.1016/j.ica.2010.07.073
(CuCN)(3MeOPy)2<|>12,OREMOO,10.1016/j.ica.2010.07.073
[{Zn(3-bpna)(bdc)}·CH3OH]α<|>CP1,VIWHAN,10.1016/j.poly.2019.02.048
{[Cd2(CTA)(bpea)(H2O)3] (H2O)5}n<|>1,YOPNUO,10.1016/j.ica.2014.05.013
{[Cd2(CTA)(bpe)1.5(H2O)2] (H2O)7}n<|>2,YOPPAW,10.1016/j.ica.2014.05.013
[{Cu(μ-L1)(CH3COO)2}]∝ 1a<|>1a,WUYGON,10.1016/j.ica.2010.01.042
[Na(N15C5)]2[Cd2(SCN)6]<|>complex 2,NUSSAW,10.1016/j.molstruc.2009.12.036
{[Ag2(HPIDC)]}n<|>complex 1,PEZRUJ01,10.1016/j.ica.2013.07.013
[Zn3(C7H2NO5)2·8(H2O)]n<|>compound 1,COSFAS,10.1016/j.molstruc.2009.01.016
"[Zn(3-cpa)(4,4′-bipy)0.5]n<|>complex 1",OKUTIY,10.1016/j.molstruc.2010.12.007
[Ag(cnb)]n<|>complex 3,DUWBAA,10.1016/j.molstruc.2015.11.020
[Co2(CuL)(tpt)]<|>complex 6,COBNUE,10.1016/j.poly.2014.02.035
"Co2(H2O)4(2,6-NDC)2(DMF)2·2H2O<|>1",VEFLUP,10.1016/j.micromeso.2011.10.036
[Ni2(tib)2(bpndc)(H2O)5]·(bpndc)·5H2O<|>Complex 5,TACWOM,10.1016/j.micromeso.2015.04.035
[Mn2(tib)2(bpndc)(H2O)5]·(bpndc)·5H2O<|>Complex 6,TACWUS,10.1016/j.micromeso.2015.04.035
[Cd2(bmb)0.5(bptc)]n<|>complex 1,MARLEZ,10.1016/j.poly.2017.04.001
(H2en)2{[Mn(H2O)]2[MnMo12O24(OH)6(H2PO4)2(HPO4)4(PO4)2]}·7H2O<|>compound 1,MUVNAT,10.1016/j.solidstatesciences.2010.04.031
(H3dien)2{[Mn(H3O)2][Mn3Mo12O24(OH)6(HPO4)2(PO4)6]}·5H2O<|>compound 2,MUVNEX,10.1016/j.solidstatesciences.2010.04.031
[ErCu(IN)4∙DMA]n<|>compound 6,OFOCIY,10.1016/j.ica.2018.08.044
[Zn2(4-pzpt)2(suc)(H2O)]n<|>Complex 3,JIMHAR,10.1016/j.jssc.2018.07.024
Ca(H2O)[(O2C)2–C6H3–CO2H],SIJYEQ,10.1016/j.solidstatesciences.2007.04.002
[Zn(dte)(phen)]<|>complex 3,BURBAS,10.1016/j.poly.2009.05.015
[Cd(μ-5-amtz)2(eda)]n<|>compound 3,HOZXAX,10.1016/j.molstruc.2015.02.047
[Cd(μ3-pzdc)(μ-H2O)(H2O)]n<|>compound 2,HOZWUQ,10.1016/j.molstruc.2015.02.047
{[Cd9(μ4-5-amtz)8(μ-Cl)10(H2O)2]⋅xH2O}n<|>compound 4,HOZXEB,10.1016/j.molstruc.2015.02.047
Na[Ni(C7H11O6)3]·2.75H2O<|>compound 1,BORBEQ,10.1016/j.poly.2008.12.045
"[Zn(PDB)(2,2′-bpy)]n<|>compound 1",FIXGAV,10.1016/j.molstruc.2004.11.039
"[Cd(PDB)(2,2′-bpy)]n<|>compound 2",FIXGEZ,10.1016/j.molstruc.2004.11.039
[Dy(PDC)(ox)0.5(H2O)2]·H2O<|>compound 2,PAZWAP,10.1016/j.ica.2005.08.021
[Sm(PDC)(ox)0.5(H2O)2]·H2O<|>compound 3,PAZWET,10.1016/j.ica.2005.08.021
{[Tm(μ6-BTC)(H2O)]·DMF}n<|>compound 2,AVIHOE,10.1016/j.colsurfa.2015.10.048
{[Ho(μ6-BTC)(H2O)]·DMF}n<|>compound 1,AVIHIY,10.1016/j.colsurfa.2015.10.048
[HgCl2(mbbz)]n<|>Complex 1,LARLAT,10.1016/j.ica.2011.11.058
[HgBr2(mbbz)]n<|>Complex 2,LARLEX,10.1016/j.ica.2011.11.058
[HgI2(mbbz)]n<|>Complex 3,LARLIB,10.1016/j.ica.2011.11.058
Na[(H2Ssal)(H2O)2]<|>sodium 5-sulfosalicylate dihydrate<|>compound 1,QUFSUF,10.1016/S0277-5387(01)00765-3
Ag3Mo2O4F7(pyz)3<|>II,YEBMOI,10.1016/j.jssc.2005.10.037
AgReO4(pyz)<|>I,YEBMIC,10.1016/j.jssc.2005.10.037
{[Cd(hmph)(4-bpmp)1.5]·4H2O}n<|>compound 1,IVOWOG,10.1016/j.ica.2011.05.019
[Cd2(hmph)2(4-bpfp)]n<|>compound 2,IVOWUM,10.1016/j.ica.2011.05.019
[AgSm(pydc)2]·2H2O<|>complex 1,ZAWVEA,10.1016/j.ica.2012.02.010
[AgTb(pydc)2]2·H2O<|>complex 2,ZAWVAW,10.1016/j.ica.2012.02.010
[InCl(H2bidc)2(H2O)]n<|>compound 1,FELBAC,10.1016/j.poly.2017.10.028
[Sc(Hbidc)(OH)(H2O)]n<|>compound 2,FELBEG,10.1016/j.poly.2017.10.028
[Ag(Hpydco)(2a-pym)]n<|>compound 4,OBOQII,10.1016/j.ica.2016.12.030
[Cu(pydco)(H2O)2]n<|>compound 3,OBOQUU,10.1016/j.ica.2016.12.030
{[Nd3(bpbc)(Hbpbc)(H2O)8]·3H2O}<|>1-Nd,IYAHAT,10.1016/j.ica.2016.10.003
{[Pr3(bpbc)(Hbpbc)(H2O)8]·3H2O}<|>1-Pr,IYAHEX,10.1016/j.ica.2016.10.003
{Cd3(L1)2(SCN)6}n<|>compound 1,RIXDIM,10.1016/j.poly.2008.01.024
Y2(NO3)2(DMF)4(C10H2O8),NOHGEX,10.1016/j.jallcom.2007.04.198
Ga2(PO4)2(H2PO4)0.5(C2O4)0.5(H2O)1.5<|>compound 4,PEJFUG,10.1016/j.jssc.2006.03.031
Ga2(PO4)2(C2O4)0.5<|>compound 3,PEJFIU,10.1016/j.jssc.2006.03.031
Ga2.5(PO4)2.5(H2O)1.5(C2O4)0.5<|>compound 5,PEJFOA,10.1016/j.jssc.2006.03.031
[Cd2(ox)(Cl)2(bpym)(H2O)2]n<|>compound 1,MOHMIH,10.1016/j.poly.2014.03.031
[Cd2(pymca)2(Cl)2]n<|>compound 3,MOHMUT,10.1016/j.poly.2014.03.031
[Y2(MH)6]n·DMF<|>1,BUBPIA,10.1016/j.ica.2019.119291
APDAB200<|>(C4H14N2)[Al4P4O17],FIJYED,10.1016/S1387-1811(00)00223-7
Cu5[Rh(i-Nic)4Cl2]2(i-Nic)2(OH)2·2H2O<|>compound 3,HEFVAR,10.1016/j.molstruc.2012.05.068
[Ni4(μ-H2O)2(nicotinate)8 ·2H2O]<|>compound 1,LICROF,10.1016/j.poly.2006.09.069
[Ni(dbp)(H2O)]n<|>compound 2,DANFUW,10.1016/j.jssc.2016.10.021
[{Ba(H2O)2(diox)0.5(μ-O2CCCl3)2}(diox)]n<|>compound 2,RAGBIM,10.1016/j.poly.2011.09.018
"[Cu(2,2′-bipy)(L2)2]n<|>compound 3",BIVPUU,10.1016/j.ica.2018.12.011
"[Cd(HPT)2(4,4′-bpy)]n<|>compound 1",FEQSOK,10.1016/j.molstruc.2004.10.063
"[Cu4(μ3-OH)2(atrz)2(1,3-BDC)3]·2H2O<|>Complex 2",GEWXAJ,10.1016/j.jssc.2012.10.003
Cu(TMEDA)oxalate·4H2O<|>compound 1,FIYKAA02,10.1016/j.poly.2005.04.002
[Cu2(CN)2·(3-Acpy)2]<|>compound 1,KUCXUC,10.1016/j.poly.2009.05.028
UO2(NO3)2(4NBPY)2.(H2O)]0.5(H2O)<|>Compound 3,JOHWEK,10.1016/j.ica.2014.03.014
[C5H12NO][ZnP2O5(OH)3]·H2O<|>Mu-19,IGEXOH,10.1016/S1387-1811(01)00312-2
"{[Cd(DBCD)(1,3-bib)]·(H2O)2}n<|>compound 1",GINKOG,10.1016/j.jssc.2018.08.005
[Nd2(C12O12)·6H2O]n<|>compound 3,NACKOT01,10.1016/j.jaap.2012.08.012
[Cd2Cl2(BBI)(DMSO)2]n<|>framework 2,SORZAC,10.1016/j.jcis.2013.09.025
[Cd(bsglu)(bipy)]n<|>compound 1,RIFTIK,10.1016/j.jssc.2007.03.019
[Cd(bsglu)·(H2O)]n<|>compound 2,RIFTOQ,10.1016/j.jssc.2007.03.019
[Mn(bpy)2(μ2-S6)]n<|>compound 1,QIBZAD,10.1016/j.molstruc.2006.10.023
[Cu(3-pyrtet)2]<|>compound 1,DEGJAC,10.1016/j.ica.2012.06.008
[Cu(4-pyrtet)]<|>compound 2,DEGJEG,10.1016/j.ica.2012.06.008
[Cu(4-pyrtet)]·0.5DMF<|>compound 3,DEGJIK,10.1016/j.ica.2012.06.008
[Cu(acac)(4-pyrtet)]<|>compound 7,DEGKEH,10.1016/j.ica.2012.06.008
[(N-Salicylidene-l-alaninato)(aqua)zinc(II)]·0.25H2O<|>1,WISZON,10.1016/S0277-5387(00)00302-8
[(AuCl)2(μ-dppa)]<|>compound 1,FIXPEI,10.1016/j.ica.2004.05.017
"[Co(tcnoetOH)2(4,4′-bpy)(H2O)2]<|>compound 2",POLJEG,10.1016/j.ica.2008.02.046
(H2dien)4[Ba2(H2O)4CaMo12O24(OH)6(HPO4)4(PO4)4]·nH2O<|>compound 2,YUMJAS,10.1016/j.solidstatesciences.2008.03.007
[Pb(C6H6O7)]n·nH2O<|>Compound 1,MAKZON,10.1016/S0020-1693(99)00339-4
[Cu(abt)]∞<|>compound 1,WUWDAU,10.1016/j.ica.2010.03.008
{[Cd(TCA)(H2O)3]·4H2O}<|>compound 2,MOHQIK,10.1016/j.molstruc.2007.12.040
{[Cu3(adp)3(4-pna)2]·2H2O}n<|>compound 3,FUHMEC,10.1016/j.ica.2014.08.009
{[Cu(adp)(4-pna)2]n<|>compound 4,FUHMIG,10.1016/j.ica.2014.08.009
"[Ni(4,4′-bpy)(3,4-H2bptc)(H2O)3]n<|>compound 2",EPELIV,10.1016/j.jssc.2010.04.029
{[Zn(L)(bpe)]·DMF}n<|>complex 2,CERYOQ,10.1016/j.jssc.2018.02.008
{[Ni3(hpyedpH)2(H2O)4]·2H2O}n<|>compound 1,PUNZEE,10.1016/j.ica.2009.11.017
"[Mn2(C6H6O4)2(H2O)3]<|>manganese(II) 1,1-cyclobutanedicarboxylate",BAWSUO,10.1016/S0277-5387(03)00348-6
[CuMoO4(3-pna)]n<|>compound 1,WIZMUP,10.1016/j.ica.2013.12.040
[Cd(L)2]n<|>complex 5,XOTTAC,10.1016/j.ica.2008.06.013
[Zn(L)2(H2O)2]n<|>complex 4,XOTSUV,10.1016/j.ica.2008.06.013
[Ag(L)]n<|>complex 6,UFETAB01,10.1016/j.ica.2008.06.013
[Ga(phen)(H1.5PO4)2]·H2O<|>Compound 1,JEBCUP,10.1016/j.jssc.2005.09.028
[Ga(phen)(HPO4)(H2PO4)]·1.5H2O<|>Compound 2,JEBDAW,10.1016/j.jssc.2005.09.028
Co3(NDC)3(DMF)4<|>compound 1<|>complex 1,XIHSEN01,10.1016/j.micromeso.2007.08.024
Mn3(NDC)3(DMF)4<|>compound 2<|>complex 2,LIXWAR,10.1016/j.micromeso.2007.08.024
"[Cu2(H2O)2(1,4-O3PC8H8PO3)]<|>compound 1",CIHNEO,10.1016/j.ica.2013.01.001
[Cu2(H2O)2(o-phen)2(O3PC8H8PO3)]·6H2O<|>compound 3,CIHMUD,10.1016/j.ica.2013.01.001
"[Cu(o-phen)(1,3-HO3PC8H8PO3H)]<|>compound 6",CIHMEN,10.1016/j.ica.2013.01.001
"[Cu(bpy)(1,3-HO3PC8H8PO3H)]<|>compound 9",CIHLOW,10.1016/j.ica.2013.01.001
[Cu(o-phen)(HO3PC8H8PO3H)]·3H2O<|>compound 4,PEJXAF01,10.1016/j.ica.2013.01.001
Ag4(tces-TTF)2(CF3SO3)22<|>complex 1<|>polymer 1,NIXPOA,10.1016/j.poly.2008.01.010
[Ni(L)(tp)]·2H2O<|>compound 4,AGOWUO,10.1016/S0277-5387(02)01062-8
KNd[Pt(CN)4]2·8.75H2O<|>NdPt,XEKCIB,10.1016/j.ica.2012.08.031
KLa[Pt(CN)4]2·8.75H2O<|>LaPt,XEKCOH,10.1016/j.ica.2012.08.031
{[Cd2(QDA)(BBI)]·4H2O}n<|>compound 3,DEFVIV,10.1016/j.ica.2012.04.044
{[Cd(QDA)(BBI)]n}<|>compound 4,DEFVOB,10.1016/j.ica.2012.04.044
{[Zn(PDA)(BBI)]·DMF}n<|>compound 2,DEFVER,10.1016/j.ica.2012.04.044
"K(2)<|>catena-((μ4-4,4,5,5-Tetramethyl-1-oxyl-4,5-dihydro-1H-imidazole-2-carboxylato)-potassium)",JAZPOQ,10.1016/j.poly.2005.03.035
[Cd(L)2(La)]<|>4-nitrobenzoate complex 6,LIGXIJ,10.1016/j.poly.2007.01.005
[Cd(L)2(La)]<|>4-chlorobenzoate complex 7,LIGXEF,10.1016/j.poly.2007.01.005
[Zn(dca)2(quin)2]n<|>complex 1,NODJAT,10.1016/j.poly.2013.12.016
[Cd(dca)2(quin)2]n<|>complex 2,NODJEX,10.1016/j.poly.2013.12.016
"{[Cd(pda)(4,4′-bpy)(H2O)]·2H2O}n<|>compound 2",CEYYEL,10.1016/j.molstruc.2006.09.009
[NiSr2(pydc)3(H2O)4]n·2nH2O<|>complex 3,NOCZAI,10.1016/j.poly.2013.12.042
[ZnSr2(pydc)3(H2O)4]n·2nH2O<|>complex 4,NOCYUB,10.1016/j.poly.2013.12.042
