MOF Name,Ref Code,Property,Value,Condition,Summary,Reference
"μ-o-[Ni2(4,4′-bpy)2(oba)2]n<|>complex 1",PEBXIF,Water Stability,Stable,,Complex 1 is insoluble in aqueous media of photocatalytic test which excluded the possibility of the catalytic activities result from soluble species instead of the complex 1.,10.1016/j.ica.2012.03.015
[Sm(oqa)3]·2H2O<|>compound 2,KUNTUJ,Water Stability,Stable,,The MOF is insoluble in water and common organic solvents.,10.1016/j.jssc.2009.12.027
[Mn(male)(L1)(H2O)2]<|>Compound 1,WIMSIV,Water Stability,Stable,,The MOF is insoluble in water and common organic solvents.,10.1016/j.ica.2007.05.014
[Ag(L2)(ClO4)]n<|>complex 4,YOKQAR,Water Stability,Stable,,The MOF is insoluble in water and common organic solvents.,10.1016/j.poly.2008.06.003
Cu(4-pymo)2 · nH2O<|>2,ALIXAU,Water Stability,Stable,,"1. ""The [Cu(4-pymo)2]∞ framework accounts for approximately 80% of the total volume of the crystal, the remaining 20% being associated with pervious pores, typically occupied by water molecules.""

2. ""Summarising, both [Cu(4-pymo)2]∞ and [Cu(2-pymo)2]∞ frameworks show very high, and comparable, water affinity.""",10.1016/j.poly.2002.08.001
{[Zn(ATIBDC)(biim)]·3H2O}n<|>Complex 2,HULGAY,Water Stability,Stable,,"The PXRD studies showed the framework of 1 remained intact after removal of the lattice water molecules, but the framework of 2 collapsed completely after the lattice water were removed as supported by the in situ VT-PXRD patterns at 170°C for 1 and 200°C for 2, respectively. Remarkably, the VT-PXRD patterns clearly show that it takes about one day for the dehydrated collapsed material of 2 to absorb the water molecules and revert to the original structure in the presence of water vapor. So, the dehydration–rehydration behaviors of 1 and 2 are completely reversible, which indicates that these two compounds may possibly be used as water adsorbents.",10.1016/j.ica.2015.06.006
{[Cd(ATIBDC)(biim)]·2H2O}n<|>Complex 1,HULFOL,Water Stability,Stable,,"Compounds 1 and 2 show completely reversible dehydration–rehydration behaviors, indicating their possible potential use as water adsorbents. PXRD studies showed the framework of 1 remained intact after removal of the lattice water molecules.",10.1016/j.ica.2015.06.006
[Zn2(R-Hmal)(S-Hmal)(H2O)4]n<|>4,FUHYUD,Water Stability,Stable,,"The polymeric complex 4 is difficult to dissolve in water, even with strong heating.",10.1016/j.ica.2008.12.001
(enH2)1.5[Bi3(C2O4)6(CO2CONHCH2CH2NH3)]·6.5H2O,NEDKUD,Water Stability,Stable,,The crystal is a stable crystalline solid in water and can be kept in a dry atmosphere for extended periods of time.,10.1016/j.jssc.2005.10.033
[Zn(nic)(N3)]n<|>complex 2,XALXIS01,Water Stability,Stable,,"Complexes 1 and 2 are insoluble in non-polar solvents, e.g., benzene, CCl4, etc. and in polar solvents, e.g., H2O, MeOH, EtOH, CHCl3, acetone, etc. indicating their polymeric nature.",10.1016/j.poly.2005.05.026
[Cd(bitmb)2·H2O]n<|>compound 1,KEPYIO,Water Stability,Stable,,1 is air stable and insoluble in water or common organic solvents.,10.1016/j.molstruc.2005.12.032
{[Ni(Pzc)ClH2O]·MeOH}n<|>complex 1<|>1,CEHWIX,Water Stability,Unstable,,"1. Complex 1 underwent a single-crystal-to-single-crystal structural transition to complex 2 when the guest methanol molecules in the channels are exchanged by water molecules. 
2. The MeOH molecules supported the whole framework of 1, when the MeOH molecules were released the whole framework shrinked and changed to the phase of the framework 2. Once the water molecules filled in the channel, the interactions of the hydrogen bonds between the solvent water molecules and the channel in 2 are stronger than the MeOH molecules in 1, thus replacement of the methanol molecule by water is not reversible.",10.1016/j.jssc.2012.07.050
{[Ni(Pzc)ClH2O]·H2O}n<|>complex 2<|>2,CEHWOD,Water Stability,Unstable,,"1. ""The MOF will decompose/change properties/change crystal structure after exposure to water/steam/humidity""
2. ""Single-crystal-to-single-crystal structural transition to complex 2 when the guest methanol molecules in the channels are exchanged by water molecules.""
3. ""The MeOH molecules supported the whole framework of 1, when the MeOH molecules were released the whole framework shrinked and changed to the phase of the framework 2.""",10.1016/j.jssc.2012.07.050
[Mn(H2O)2(NTA)]∞2<|>compound 1,BOLYIM,Water Stability,Stable,,"All the complexes are stable in air and insoluble in water, methanol and ethanol at room temperature.",10.1016/j.molstruc.2014.06.093
{[Zn(asba)(mbix)2(H2O)]·H2O·DMF}n<|>1,LIZGEJ,Water Stability,Stable,,"1 shows excellent hydrolytic stability in water. The PXRD patterns of the samples of 1 after immersion in the corresponding solvents show that 1 is very stable in all the solvents (Fig. S7). Therefore, 1 may be used as a potential solvent-resistant blue fluorescent material.",10.1016/j.poly.2019.01.064
{[Tb2Cu3(IDA)6]·1.5H2O}n<|>Compound 1,KUDMAY,Water Stability,Stable,,"The positions of the major peaks undergo no significant changes, and only the intensity of some peaks varies, which support the notion that the crystal lattice remains intact after the lattice water molecules have been removed. When the dehydrated samples of 1 was immersed in water at room temperature for 1day, the samples gained their original weights, and kept the original structures, as indicated by comparing their PXRD patterns to the as-synthesized ones. Consequently, the dehydration and rehydration are reversible for the compound 1, and guest molecules have no strong interaction with the host network.",10.1016/j.ica.2009.02.040
Not provided,GOWQIU,Water Stability,Unstable,,"Single crystals of 2·H2O were grown in a mixture of acetonitrile–water (10:1). In 2·H2O, the O2 atom and the H2O molecule are disordered over two sets of positions refined with occupancies of 0.51(3):0.49(3) for the isotropically refined major (O2/O3) and minor (O2A/O3A) components, respectively.",10.1016/j.poly.2014.11.007
[Ni(H2L)(H2O)4]·2(H2O)<|>Compound 2,TUFHUY,Water Stability,Stable,,The MOF is insoluble in water and common organic solvents.,10.1016/j.poly.2009.05.009
[Zn(H2L)(H2O)3]·2(H2O)<|>Compound 3,TUFJAG,Water Stability,Stable,,The MOF is insoluble in water and common organic solvents.,10.1016/j.poly.2009.05.009
CdL(H2O)2<|>MOF 2,SOBZOA01,Water Stability,Unstable,,"MOF 2 is easily soluble in water, and MOF 3 can be converted into MOF 2 when exposure to water.",10.1016/j.jssc.2016.02.041
CdL<|>MOF 3,SOBZIU01,Water Stability,Unstable,,"MOF 2 is easily soluble in water, and MOF 3 can be converted into MOF 2 when exposure to water. Furthermore, MOF 2 also can be transformed into the anhydrous MOF 3 after calcined at 300°C for two hours. The reversible interconversion between the anhydrous and hydrous MOFs is evidenced by the PXRD (Fig. S2).",10.1016/j.jssc.2016.02.041
{[Co(pyt)2(H2O)2]·(H2O)6}<|>1d,PIBFEM01,Water Stability,Stable,,All these complexes are air stable and insoluble in water and general organic solvents. The channel-like host framework is stabilized by unusual water clusters with an only slight modification of the solvents compared with that of 1b.,10.1016/j.ica.2006.11.020
[Cd(ipdt)(m-BDC)·3H2O]n<|>compound 1,BAVWED,Water Stability,Stable,,The MOF is insoluble in water and common organic solvents.,10.1016/j.molstruc.2017.05.114
Ag2(btb)<|>compound 1,TUFWUN,Water Stability,Stable,,"The polymeric nature of species 1 was initially suggested by its extreme insolubility in most solvents and then confirmed by the XRPD study (see below). Compound 1 is chemically very inert: in fact, no reaction is observed between this species and nitrogen-containing Lewis bases, such as pyrazine, even on adopting a variety of reaction conditions.",10.1016/j.ica.2008.11.031
[Zn(4-PTA)2·2H2O]n<|>complex 1,UYUKOP,Water Stability,Stable,,The MOF is insoluble in water and common organic solvents.,10.1016/j.ica.2011.06.016
[Zn(TPPZ)(HCCB)]n·DMF·H2O<|>1<|>compound 1,NAWRIP,Water Stability,Unstable,,"The aqueous stability of 1 was probed from room temperature to 100°C and it was observed that 1 is very poorly soluble (∼10% only) in aqueous medium. Notably, 1 dissolves in dimethylsulfoxide (DMSO), which has been found to be a good choice as a solvent for transesterification reactions.",10.1016/j.poly.2017.01.027
[Cu(HL)]n·nH2O<|>compound 1,HOKKOJ,Water Stability,Unstable,,"1. ""PBS buffer has changed the carboxylic acid to a negatively charged carboxylate ion. And part of compound 1 has been dissolved into PBS buffer and the color of solution has been changed to brown in non-stained compound 1 (dealed with PBS buffer) and BSA-stained compound 1.""
2. ""But for lysozyme-stained compound 1, no obvious dissolution happened and the solution was still transparent.""",10.1016/j.jssc.2014.05.019
[Cd2(L)(μ3-OH)(H2O)2]<|>compound 3,NODQUU,Water Stability,Stable,,"The experimental PXRD patterns are in good agreement with the corresponding simulated ones, implying that the synthesized bulk materials and the measured single crystals are the same (Fig. S5). The difference in reflection intensities between the experimental and simulated patterns is due to the different orientations of the crystals in the powder samples. In order to check the stability of compounds 1–4, their crystalline samples were exposed to air for one week, and immersed in water and several organic solvents (methanol, ethanol, acetone and dichloromethane) for 24h. All of the XRPD patterns (Fig. S6) are almost the same as the corresponding simulated ones, indicating that compounds 1–4 are air-stable and insoluble in water and common solvents.",10.1016/j.poly.2013.12.039
{Cu(pyca)22}α<|>compound 1<|>dried 1<|>1 prepared by method 2,BAHGUN03,Water Stability,Stable,,"Compound 1 is stable in air and resists dissolution in most organic solvents. The water sorption isotherm of 1 (Fig. 4(b)) was measured in order to determine the channel volume. Rapid sorption of water molecules also observed, with equilibrium pressures reached with only 2 min at P<1 Torr, and 5 min at P>1 Torr. It revealed a type I isotherm in the range P/P 0=0−0.8 (P 0=saturation pressure of water at 25°C, 0.023 atm) and this is typical of microporous material [22]. The observed rapid uptake at low relative pressure may be attributed to favorable hydrogen bonding interactions within the channels. The plateau region of the isotherm corresponds to the sorption of 2H2O molecules. A channel volume of 0.12 cm3 g−1 can be derived from the amount of absorption to reach saturation [22a]. This sorption–desorption process can be repeated several times (over 5 times) and the difference in absorption measurement for each is less than 2%, suggesting a very stable 3D arrangement.",10.1016/S0020-1693(03)00215-9
[Zn(SCN)2(api)]n<|>compound 1,NECSAQ,Water Stability,Stable,,"Compounds 1 and 2 are insoluble in water and organic solvents such as EtOH, acetonitrile, CH2Cl2, THF, toluene or hexane.",10.1016/j.ica.2005.10.010
[ZnCa(dcppa)(DMF)2]n<|>Complex 1,FUHMOM,Water Stability,Stable,,"Complexes 1–5 reported here were obtained in high yield from the simple combination of H4dcppa ligand, d10 metal and alkali/alkaline earth metal with the molar ratio of 1:1:1 under solvothermal conditions. Notably, complexes 1–5 are stable in the solid state upon extended exposure to air, and they have poor solubility in common organic solvents, such as alcohol, acetonitrile, DMF, DMA and DMSO, but show higher water solubility at room temperature.",10.1016/j.ica.2014.07.054
{[Nd(μ2-Hpdc)(μ2-C2O4)1/2(H2O)2]·H2O}n<|>compound 7,RAHQAV,Water Stability,Stable,,The MOF is insoluble in water and common organic solvents.,10.1016/j.ica.2015.01.035
{[Sm(μ2-Hpdc)(μ2-C2O4)1/2(H2O)2]·H2O}n<|>compound 8,RAHQID,Water Stability,Stable,,"Compounds 1–8 are air and moisture-stable and insoluble in water and common organic solvents, except 1–4 that are slightly soluble in DMF and DMSO.",10.1016/j.ica.2015.01.035
{[Pr(μ2-Hpdc)(μ2-C2O4)1/2(H2O)2]·H2O}n<|>compound 6,RAHQEZ,Water Stability,Stable,,"Compounds 1–8 are air and moisture-stable and insoluble in water and common organic solvents, except 1–4 that are slightly soluble in DMF and DMSO.",10.1016/j.ica.2015.01.035
Me2SnCl(3-OH-2-pic)<|>complex 1,PAYMAE,Water Stability,Unstable,,"All complexes 1–8 are stable in the air and soluble in most organic solvents, such as CH2Cl2, THF, EtOH, DMF, DMSO, etc. And due to the existence of the hydroxyl in the ligand, all complexes are also soluble in the mixture of DMSO and water (V:V =1:1).",10.1016/j.jorganchem.2005.06.007
[Zn(bqdc)(phen)]n<|>compound 1,KECGEF,Water Stability,Stable,,The chemistry and humidity stabilities of 1–4 are quite good due to that they were synthesized under hydrothermal condition. Aqueous solution and common organic solvents cannot lead to the decomposition of 1–4.,10.1016/j.jssc.2005.11.003
[Mn(bqdc)(bpy)(H2O)2]n<|>compound 3,KECGUV,Water Stability,Stable,,The chemistry and humidity stabilities of 1–4 are quite good due to that they were synthesized under hydrothermal condition. Aqueous solution and common organic solvents cannot lead to the decomposition of 1–4. They also display photo-stability and do not destruct under UV light.,10.1016/j.jssc.2005.11.003
